북한강막국수닭갈비,4.7,경기도 남양주시 조안면 북한강로 908
포폴로피자,4.6,"경기도 고양시 일산동구 정발산로 43-20 센트럴플라자 1F 102호,103호"
이나경송탄부대찌개,4.6,경기도 수원시 팔달구 효원로307번길 47 문화빌딩
용산소세지전문점,4.6,경기도 고양시 덕양구 삼송로185번길 5 1F
윤밀원,4.6,경기 성남시 분당구 백현로 154 
좋은소식,4.6,경기도 수원시 영통구 매영로269번길 43 3F 302호
고기리막국수,4.5,경기도 용인시 수지구 이종무로 157
지아니스나폴리,4.5,경기도 수원시 영통구 센트럴타운로 85 아브뉴프랑 104-1호
카리,4.5,경기도 성남시 분당구 정자일로 230 동양정자파라곤 105동 B1
 광릉한옥집,4.4,경기도 남양주시 진접읍 광릉내로 36
