속초붉은대게수산,4.5,강원도 속초시 중앙시장로6길 14-1 속초중앙시장 77호
엄지네포장마차,4.4,강원도 강릉시 경강로2255번길 21
백촌막국수,4.4,강원도 고성군 토성면 백촌1길 10
강릉수제어묵고로케,4.4,강원도 강릉시 금성로13번길 8 중앙시장
송이버섯마을,4.4,강원도 양양군 양양읍 남대천로 55-20
뼈대있는짬뽕,4.4,강원도 원주시 삼광1길 10
회영루,4.4,강원도 춘천시 금강로 38
춘천통나무집닭갈비,4.4,강원도 춘천시 신북읍 신샘밭로 763
다키닥팜,4.4,강원도 평창군 봉평면 금당계곡로 1731-5
 찬이네통큰왕만두,4.4,강원도 원주시 우산로 12
