비비비당,4.7,부산광역시 해운대구 달맞이길 239-16
할매국밥,4.6,부산광역시 동구 중앙대로533번길 4
톤쇼우,4.6,부산광역시 수영구 광안해변로279번길 13
해목,4.5,부산광역시 해운대구 구남로24번길 8
이재모피자,4.5,부산광역시 중구 광복중앙로 31 2F
신발원,4.4,부산광역시 동구 대영로243번길 62
해운대소문난암소갈비집,4.4,부산광역시 해운대구 중동2로10번길 32-10
고옥,4.4,부산광역시 수영구 광남로 6
마가만두,4.4,부산광역시 동구 대영로243번길 56
 동백섬횟집,4.4,부산광역시 해운대구 해운대해변로209번나길 17
