미영이네식당,4.7,제주특별자치도 서귀포시 대정읍 하모항구로 42
남양수산,4.6,제주특별자치도 서귀포시 성산읍 고성동서로56번길 11
상춘재,4.5,제주특별자치도 제주시 중앙로 598
중문수두리보말칼국수,4.5,제주특별자치도 서귀포시 천제연로 192
숙성도,4.5,제주특별자치도 제주시 원노형로 41
곰막,4.4,제주특별자치도 제주시 구좌읍 구좌해안로 64
스시호시카이,4.4,제주특별자치도 제주시 오남로 90
오드랑베이커리,4.4,제주특별자치도 제주시 조천읍 조함해안로 552-3
산노루,4.4,제주특별자치도 제주시 한경면 낙원로 32
 제주맥주,4.4,제주특별자치도 제주시 한림읍 금능농공길 62-11
