꽃돌게장1번가,4.4,전라남도 여수시 봉산2로 36
나주곰탕하얀집,4.4,전라남도 나주시 금성관길 6-1
월성소주코너,4.4,전라남도 여수시 문수로 153
조점례남문피순대,4.3,전라북도 전주시 완산구 풍남문2길 39 남부시장
자매갈비전골,4.3,전라북도 전주시 완산구 기린대로 121
전일갑오,4.3,전라북도 전주시 완산구 현무2길 16
교동집,4.3,전라북도 전주시 완산구 향교길 61
경도회관,4.3,전라남도 여수시 대경도길 2-2
나눌터,4.3,전라남도 순천시 팔마1길 4
 성식당,4.2,전라남도 목포시 수강로4번길 6
