구일가든,4.3,경기도 광주시 곤지암읍 광여로4번길 10
흙토담골,4.2,경기도 광주시 퇴촌면 석둔길 3
먹보한우,4.2,경기도 광주시 청석로 252
요호,4.2,경기도 광주시 경안로 32-4 1F
강마을다람쥐,4.1,경기도 광주시 남종면 태허정로 556
숲속장어촌,4.1,경기도 광주시 오포읍 새말길 230
오대오바지락칼국수,4.1,경기도 광주시 오포읍 신현로 25
동동국수,4.0,경기도 광주시 곤지암읍 도척로 20
카페인신현리,3.9,경기도 광주시 오포읍 새말길167번길 68
 최미자소머리국밥,3.9,경기도 광주시 곤지암읍 도척로 58
